timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1498107528998,186,HTTP Request,200,OK,Thread Group 1-1,text,true,,2781,116,1,1,186,0,127
